Gesture_Name,Is_Double_Hand,Right_Hand_Present,Right_Distance_Wrist_to_Index_Tip,Right_Distance_Wrist_to_Middle_Tip,Right_Distance_Wrist_to_Ring_Tip,Right_Distance_Wrist_to_Pinky_Tip,Right_Distance_Thumb_Tip_to_Index_Tip,Right_Distance_Index_Tip_to_Pinky_Tip,Right_Angle_Wrist_Index_Angle,Right_Angle_Wrist_Middle_Angle,Right_Angle_Wrist_Ring_Angle,Right_Angle_Wrist_Pinky_Angle,Right_Angle_Index_Middle_Ring_Angle,Right_Bounding_Box_Min_X,Right_Bounding_Box_Min_Y,Right_Bounding_Box_Max_X,Right_Bounding_Box_Max_Y,Right_Finger_Spread_Thumb_to_Index,Right_Finger_Spread_Index_to_Middle,Right_Finger_Spread_Middle_to_Ring,Right_Finger_Spread_Ring_to_Pinky,Right_Orientation_Palm_Orientation,Right_Orientation_Index_Orientation,Right_Finger_Flexion_Thumb_Flexion,Right_Finger_Flexion_Index_Flexion,Right_Finger_Flexion_Middle_Flexion,Right_Finger_Flexion_Ring_Flexion,Right_Finger_Flexion_Pinky_Flexion,Right_Tip_To_Palm_Thumb_Tip_To_Palm,Right_Tip_To_Palm_Index_Tip_To_Palm,Right_Tip_To_Palm_Middle_Tip_To_Palm,Right_Tip_To_Palm_Ring_Tip_To_Palm,Right_Tip_To_Palm_Pinky_Tip_To_Palm,Right_3D_Features_Z_Range,Right_3D_Features_Mean_Z,Right_3D_Features_Z_StdDev,Left_Hand_Present,Left_Distance_Wrist_to_Index_Tip,Left_Distance_Wrist_to_Middle_Tip,Left_Distance_Wrist_to_Ring_Tip,Left_Distance_Wrist_to_Pinky_Tip,Left_Distance_Thumb_Tip_to_Index_Tip,Left_Distance_Index_Tip_to_Pinky_Tip,Left_Angle_Wrist_Index_Angle,Left_Angle_Wrist_Middle_Angle,Left_Angle_Wrist_Ring_Angle,Left_Angle_Wrist_Pinky_Angle,Left_Angle_Index_Middle_Ring_Angle,Left_Bounding_Box_Min_X,Left_Bounding_Box_Min_Y,Left_Bounding_Box_Max_X,Left_Bounding_Box_Max_Y,Left_Finger_Spread_Thumb_to_Index,Left_Finger_Spread_Index_to_Middle,Left_Finger_Spread_Middle_to_Ring,Left_Finger_Spread_Ring_to_Pinky,Left_Orientation_Palm_Orientation,Left_Orientation_Index_Orientation,Left_Finger_Flexion_Thumb_Flexion,Left_Finger_Flexion_Index_Flexion,Left_Finger_Flexion_Middle_Flexion,Left_Finger_Flexion_Ring_Flexion,Left_Finger_Flexion_Pinky_Flexion,Left_Tip_To_Palm_Thumb_Tip_To_Palm,Left_Tip_To_Palm_Index_Tip_To_Palm,Left_Tip_To_Palm_Middle_Tip_To_Palm,Left_Tip_To_Palm_Ring_Tip_To_Palm,Left_Tip_To_Palm_Pinky_Tip_To_Palm,Left_3D_Features_Z_Range,Left_3D_Features_Mean_Z,Left_3D_Features_Z_StdDev
A,1,1,0.7610252003212981,0.6169612102034822,0.47372878044903605,0.36146655407138883,0.6380568211061765,0.46772183634753456,33.60573448889367,27.30958061851234,24.610218507028193,22.540854544719647,149.63144628032555,0.5187605023384094,0.3533324897289276,0.7683979272842407,0.6118080615997314,0.6380568211061765,0.16766227864928107,0.15915169629466275,0.1429203603496946,-1.6085005229452591,-1.779308512522283,175.0843180852116,103.01712496175556,111.35275754964476,120.03734075073942,134.42068794371767,0.9440037110981626,0.39717223739550733,0.2871877035315247,0.2842464294391801,0.34449468354522,0.3434736597618709,-0.18838364874252062,0.07872334852539237,1,0.6942986018385342,0.5300502963340533,0.3694272497546981,0.2624685504156298,0.6166172718569083,0.4924965070116257,32.30430272191418,25.398837591937923,20.649073926337824,16.588296549867746,150.48470663564248,0.2544997036457062,0.3065711259841919,0.5114742517471313,0.5509191751480103,0.6166172718569083,0.17816045795305585,0.17048902790086856,0.1456853121155977,-1.50024765264678,-1.3311092929632744,179.35494794068248,120.34138564075818,124.48290282799678,131.94953718109028,145.58287442160707,0.9412986801990461,0.4558385204494381,0.3705698799827222,0.3885767838065212,0.4336411754160865,0.42710193467788465,-0.2694484096135203,0.10218288702724179
A,1,1,0.7639537508705283,0.6229246639320606,0.47616658464960054,0.36754645352419896,0.6188046937680599,0.47104744823606154,33.046555019885055,27.295071597262325,24.129544975681092,21.5304670384167,149.23785346812448,0.5201923251152039,0.35317468643188477,0.7682523727416992,0.611023485660553,0.6188046937680599,0.16331574895447817,0.1637142627730577,0.14556333425752246,-1.6109434369705484,-1.780983235825786,175.3843225395226,102.43560919540852,111.02064267880228,119.35996039312191,132.86632519655635,0.9235869385040597,0.38684707895648873,0.2801752034738458,0.2775532760812085,0.33722571893192654,0.34700090355693775,-0.18907508469871598,0.07950581961647568,1,0.7177255723368124,0.5442383499008444,0.3816447062719171,0.2773064473632852,0.556129209441754,0.4944609899791399,34.46569047964157,26.489595305859858,21.467924840659453,18.128420126148715,149.92943150939016,0.2539408802986145,0.3083178699016571,0.5042856335639954,0.5553847551345825,0.556129209441754,0.18610858903691083,0.17173670202861593,0.13832796587339105,-1.4979651051028797,-1.3303689868063848,178.90941229110214,118.45856729728774,123.78699478676378,132.33542399670657,147.12866449046297,0.8976570882428226,0.4588381104910713,0.36916827508360633,0.3853361279988854,0.4255753216685688,0.4147067336197387,-0.2653883326520669,0.10027028570707809
A,1,1,0.7616402784089581,0.6199488165418069,0.47233918793356605,0.363414253356118,0.6253655342352177,0.47785287629168455,33.30369077414239,27.469149513370176,23.823093583112396,20.686314835001557,149.79880895138191,0.519133448600769,0.3528349697589874,0.7683596014976501,0.6091142892837524,0.6253655342352177,0.1634131096488022,0.16638838855181515,0.14924672491456367,-1.6005994077604748,-1.7688629357584436,175.4925150790853,103.57360552794414,111.76695295081987,119.68582029153582,133.063404757217,0.9350171441438722,0.39233752515000786,0.28665356382637625,0.28074899020049304,0.34093213727923877,0.35282533926372217,-0.19490609274778647,0.0805774757645414,1,0.7012427194912383,0.5268861919967106,0.37038490457957646,0.26488191401617456,0.5781675927130231,0.49761622348987694,32.75781581927382,25.004557767459247,20.11342241096105,15.767326478400586,150.33813057789865,0.2527889013290405,0.30693066120147705,0.5052987337112427,0.5535328984260559,0.5781675927130231,0.18591691018661335,0.16794155984580705,0.14483125670811534,-1.5196216826583595,-1.3491521855440816,179.66972016384804,118.2169538587519,123.41813662481835,132.00061744911835,145.9539352045417,0.9073806461382075,0.45291214021714626,0.37246759060919127,0.38841558965534956,0.4345586847302564,0.41398524199542774,-0.2654373207331141,0.09935105327032191
A,1,1,0.7640371357266998,0.6249843099854833,0.4818064712217021,0.3652319343702636,0.6031438307509658,0.47098347385692185,33.4442126845411,27.39073409504851,24.01165032132432,20.550043620612563,148.556215662559,0.5224399566650391,0.3513222932815552,0.7677179574966431,0.6118499040603638,0.6031438307509658,0.1619642243682763,0.16161025331331705,0.14906810344482943,-1.5927881020252672,-1.7618419618314434,176.425093719179,101.85160217420069,111.04626525724056,119.09149859901441,131.1590726124865,0.9080227544066313,0.38576266426335676,0.27934574735622514,0.27342477695100875,0.341915875464222,0.3406711132717881,-0.18827404313593366,0.07845430925561829,1,0.7147125557923255,0.5466254409348907,0.3840931456495171,0.2755589597284478,0.5612341699301935,0.48625189851421635,33.33372639421138,26.042542015626776,21.503740899686125,18.458354009143722,149.8731290961403,0.2519937753677368,0.30733808875083923,0.503818929195404,0.557594895362854,0.5612341699301935,0.18047911248984708,0.16996960916520434,0.13767481623548228,-1.4992694460062563,-1.3327242014544352,178.19155977367038,118.36537131413007,123.72976780871241,131.53422298069685,145.84770469736884,0.8922773482563536,0.44261556987285494,0.3577386011250429,0.3810756277247105,0.42738789146920514,0.4094961581350141,-0.25896401540584096,0.09956736532749053
A,1,1,0.7626669453582242,0.621664528909466,0.4845508678317781,0.37124053415473246,0.5978458590650977,0.4709443203973298,33.16190821997591,27.312523584028813,24.164192989398106,20.01930421412957,148.60032723239715,0.5238212943077087,0.3532926142215729,0.7679658532142639,0.6109175086021423,0.5978458590650977,0.16095950782546817,0.1575370188416887,0.1529953230985291,-1.5894850706351489,-1.7576334360069028,176.5582462563803,101.4580930650198,110.99632335244522,118.46034944589584,129.50164379806657,0.903339483644004,0.3832099354136889,0.28272806756498214,0.27189313900734485,0.3359734369599203,0.3337044412660759,-0.1837449185648774,0.0772822650438415,1,0.714353674618958,0.5374547008792897,0.3806717971159246,0.2738494736991017,0.5745102787043871,0.49876101326514766,33.11643816035122,25.134152851553054,20.7648864114091,16.66153751180677,150.1827218590299,0.2512644827365875,0.3075909912586212,0.5050088167190552,0.5559234619140625,0.5745102787043871,0.18925476650108877,0.16622517383556243,0.14491464329232523,-1.5075810675009256,-1.3387449588887794,179.6653995843578,116.00117573352858,122.10195478328268,130.4091307027915,142.6891758930824,0.9078775385096441,0.44249491034798105,0.35756579150873896,0.3788062493818688,0.425771397871405,0.4154014054951005,-0.2654784451598285,0.10005631265297042
A,1,1,0.760863591386904,0.6353738497144173,0.501037008754158,0.38768556333600085,0.582448108990579,0.4537810405951732,33.593144484969805,28.248064829204527,24.83494046554115,20.96693357672323,147.35161369800656,0.523699939250946,0.34823328256607056,0.7669984102249146,0.6092407703399658,0.582448108990579,0.14737582097281585,0.15662732785508143,0.15072709979110896,-1.5895683029878542,-1.7504890939780569,176.3545864095551,99.7787568549708,111.91696063982812,118.58303806737355,130.02195824264743,0.8822183946866207,0.3765661211755466,0.27802514196786415,0.25874258811158923,0.32163552987781746,0.3031002138705148,-0.16739659584568378,0.07224166936420257,1,0.7047689551065803,0.5377532247880447,0.38341068469790707,0.27932123880867477,0.5870336324204614,0.4865173417575439,32.95697552241488,25.72661158872823,20.979051857131196,17.65415182738261,150.6134030775771,0.25075358152389526,0.3055019974708557,0.5067269206047058,0.5545709133148193,0.5870336324204614,0.18038147630197224,0.16724811003646942,0.13968831415415714,-1.5057150051772574,-1.336632522960998,179.44530039857662,119.44434103443592,124.13046812435692,131.74333101065963,145.4231452765668,0.9145420573003257,0.45282469283754867,0.36737719125179036,0.3768400318105993,0.4216789653127374,0.4227927954315644,-0.2651074940789007,0.1001652455164494
A,1,1,0.7685593623387663,0.6512679335719211,0.5180714949800815,0.414649160697074,0.5609380689152511,0.44162390972418464,33.49330377733863,28.47873162606797,25.24152048531878,22.213299832329234,145.39147400320235,0.521340548992157,0.34752780199050903,0.7667560577392578,0.6059818863868713,0.5609380689152511,0.14068596693577665,0.15559124641387145,0.1463535977475697,-1.5871505847556329,-1.7497406508276758,176.54690190654088,97.94479632343564,112.06661392450768,118.94586135931672,133.35474151839085,0.8665963951174832,0.36366270196762346,0.26417502681320276,0.24177483175322745,0.2958189242012211,0.3018142891153723,-0.16542321131442145,0.07256106570876836,1,0.7083601010293891,0.5502792429076815,0.39913035382629575,0.292578569923066,0.5703422883684109,0.47610516996632124,33.414328505108735,26.100370901368855,21.633690797747565,18.888268026867397,149.53632772914733,0.24989910423755646,0.3064807951450348,0.503303050994873,0.5557406544685364,0.5703422883684109,0.17702082842589315,0.16442751125465443,0.13627603606157393,-1.522081598041761,-1.350367090387486,178.12012828459896,118.64666800698905,123.41088793239874,132.15577239090823,146.77200768123268,0.9028894223521042,0.4523966782944357,0.3558042977118948,0.3632443012457853,0.4120299190192771,0.4117943539817311,-0.2606532614581701,0.0976981764804873
A,1,1,0.7709800555778689,0.6691381283977794,0.5326514857048475,0.4307435190057224,0.5430480562687994,0.43766304316202514,32.43332901002227,27.636883193041083,24.68289570922793,21.598812834042402,143.0613456725996,0.521238386631012,0.34699422121047974,0.7687054872512817,0.6053670644760132,0.5430480562687994,0.13862209345414028,0.15792260808841727,0.1458230593950764,-1.5976194061965794,-1.7646788289187354,177.2318610531025,94.59155728809412,108.9617441199404,116.38665098596681,133.17227055686988,0.8467045979133527,0.34968709048247326,0.2359095585192579,0.2177062083706703,0.2794198807827414,0.3104195568267392,-0.16533644799192268,0.07425419648970649,1,0.7167568745022184,0.5652528056528257,0.41278012963034966,0.3004661728222046,0.5688814735067903,0.4822013035123412,32.82340909427357,26.06432168852641,21.101390159312288,17.07992455145422,149.11999534614486,0.24778853356838226,0.30651992559432983,0.5044031143188477,0.5579378604888916,0.5688814735067903,0.16943251872869983,0.1684259621410196,0.14542813094810694,-1.5356200562400892,-1.3638357010175493,178.06565207611507,115.4173642873358,121.74920918228699,131.15485114228545,144.89174355354425,0.9012221686210805,0.4283779440575163,0.3372925652972585,0.34411419457581316,0.4042068136818097,0.39916984474603207,-0.25140236309850184,0.09455139686472674
A,1,1,0.7778078157944075,0.6721295010763183,0.5407375558976419,0.43774971213843583,0.5447875202771195,0.43642641252421355,32.40934373555528,27.491356433189893,24.90767748322763,22.164309277041642,144.12848001213595,0.5224305987358093,0.34854936599731445,0.7694582343101501,0.6058576107025146,0.5447875202771195,0.13930989345228112,0.15459226730756948,0.14574351056161347,-1.5942457513115036,-1.7591947075180046,177.67778346101144,93.51685063935675,108.41298674001492,115.49861398431975,132.42390596246767,0.8495464427818941,0.345908658340823,0.23379864029666128,0.2108447669914057,0.27390566065586885,0.3026479466855377,-0.16515038227356127,0.07297719840675901,1,0.7329073198005394,0.5771071557114913,0.4196615208751575,0.303678825489406,0.546659913479506,0.49510165726817545,33.61048753926399,26.862635631083492,21.267148232858634,16.67560192999615,149.20092639798426,0.24755656719207764,0.30665645003318787,0.5032718777656555,0.5577671527862549,0.546659913479506,0.17088774744602803,0.17473862437473306,0.14995134597952864,-1.5311203313684074,-1.359814660381722,178.60793820059033,115.08938403901209,122.46818041974183,130.34895418425606,142.2042910535366,0.8934259055600103,0.42295716467892913,0.3331227116565086,0.33670044780789593,0.4012520848775523,0.39185824636654487,-0.2497944864045553,0.09463612677201476
A,1,1,0.7775550197703914,0.6817677182556545,0.5490676963749781,0.4525808555704162,0.5355752049150007,0.4266462985308655,31.36457261470519,27.522068370889727,24.377311435564753,22.88011696374461,142.9603914029844,0.5243573188781738,0.34760400652885437,0.7705639600753784,0.606981635093689,0.5355752049150007,0.13370721350972498,0.1593984288551019,0.13778844501349397,-1.5950974067315815,-1.7628467459008863,178.62353754225794,91.76176650047523,107.41647607627219,114.81441029207225,132.77423744426167,0.8350569291231383,0.3374825350659794,0.22427540300242538,0.19621614564774034,0.2593344139989487,0.3020941560756672,-0.15994379470989092,0.07282094084045487,1,0.7304298363645603,0.578407977673056,0.4256483958694234,0.3201134535567357,0.5591602552454732,0.49379683800749574,33.73699967154536,26.777754426258383,20.313693737789993,14.771998241501938,147.3800807683991,0.24694906175136566,0.309505820274353,0.5061891078948975,0.5603373050689697,0.5591602552454732,0.1667352760591137,0.17586665990177136,0.15131273225402453,-1.5356410723067597,-1.3619309612097281,179.14984644774674,113.32338058886796,122.49596157908084,130.23618677484595,140.14262149089436,0.8995109683028181,0.41734467086738586,0.3320619728942533,0.3282611467205743,0.38776227497811866,0.36689836517549146,-0.23396969647549107,0.08913977492880643
